coffee_name,total_score,roaster_location,coffee_origin,roast_level,agtron,est._price,country,prices_raw,ounces_raw,price,ounces,price_per_ounces,agtron_whole,agtron_ground,Price Vs Score
Kenya Karinga,95,"Portland, Oregon","Rwafura Region, central Kenya.",Medium,52/67,$20.00/12 ounces,central Kenya.,$20.00 ,12 ounces,20,12,1.666666667,52,67,
Marcela Gesha Espresso,95,"Chicago, Illinois","Tolima growing region, Colombia",Light,67/88,$49.00/8 ounces,Colombia,$49.00 ,8 ounces,49,8,6.125,67,88,
Colombia Paraiso 92 Double Anaerobic,95,"Taitung, Taiwan","Piendamó, Cauca Department, Colombia",Medium-Light,52/74,NT $430/200 grams,Colombia,NT $430,200 grams,430,7.054798145,60.951425,52,74,
Colombia Sierra Morena Pink Bourbon,95,"Viroqua, Wisconsin","Palestina, Huila Department, Colombia",Light,60/84,$25.00/12 ounces,Colombia,$25.00 ,12 ounces,25,12,2.083333333,60,84,
Kona Red Bourbon Anaerobic Washed Kona Rainforest,95,"Hilo, Hawaii","South Kona growing region, Big Island of Hawai’i",Light,60/82,$60.00/4 ounces,Big Island of Hawai’i,$60.00 ,4 ounces,60,4,15,60,82,
Lycello Panama Gesha,95,"Lee, Massachusetts","Silla Del Pando, Volcan, Panama.",Medium-Light,56/71,$45.45/16 ounces,Panama.,$45.45 ,16 ounces,45.45,16,2.840625,56,71,
Kenya Embu Gicherori Factory AA Top,95,"Yilan, Taiwan","Embu County, Kenya",Medium-Light,58/74,NT $580/200 grams,Kenya,NT $580,200 grams,580,7.054798145,82.21355,58,74,
Costa Rica Las Lajas Perla Negra,95,"Durango, Colorado","Sabanilla de Alajuela growing region, Costa Rica",Medium-Light,58/80,$18.95/12 ounces,Costa Rica,$18.95 ,12 ounces,18.95,12,1.579166667,58,80,
Kenya AA Top Gicherori Espresso,95,"Yilan, Taiwan","Embu County, Kenya",Medium,44/62,NT 550/200 grams,Kenya,NT 550,200 grams,550,7.054798145,77.961125,44,62,
Colombia Finca Milan Washed Nitro Caturra,95,"Billings, Montana","Vereda El Hoga, Risaralda, Colombia",Light,64/84,$32.00/12 ounces,Colombia,$32.00 ,12 ounces,32,12,2.666666667,64,84,
Jingle Bell Natural Yirgacheffe,95,"Taipei City, Taiwan","Yirgacheffe growing region, southern Ethiopia.",Light,58/84,$10.00/8 ounces,southern Ethiopia.,$10.00 ,8 ounces,10,8,1.25,58,84,
Colombia Geisha Claudia Samboni,95,"Reno, Nevada","Peñas Blancas Mountains, Acevedo, Colombia",Medium-Light,61/80,$30.00/12 ounces,Colombia,$30.00 ,12 ounces,30,12,2.5,61,80,
El Salvador Loma La Gloria Unicorn Natural,95,"Reno, Nevada","El Bálsamo, Quetzaltepec growing region, El Salvador",Light,64/88,$29.00/10 ounces,El Salvador,$29.00 ,10 ounces,29,10,2.9,64,88,
Panama La Esmeralda Especial,95,"Newport Beach, California","Boquete growing region, western Panama",Medium-Light,57/74,$39.95/10 ounces,western Panama,$39.95 ,10 ounces,39.95,10,3.995,57,74,
Kenya Kamviu,95,"Sacramento, California","Embu District, Central Highlands, Kenya.",Medium,52/61,$16.50/12 ounces,Kenya.,$16.50 ,12 ounces,16.5,12,1.375,52,61,
Kona Noir,95,"Mountain View, Hawai’i","Holualoa, Kona, Big Island of Hawai’i",Light,62/84,$59.00/10 ounces,Big Island of Hawai’i,$59.00 ,10 ounces,59,10,5.9,62,84,
Kenya Kirinyaga,95,"Floyd, Virginia","Kirinyaga District, south-central Kenya",Light,60/82,$25.00/12 ounces,south-central Kenya,$25.00 ,12 ounces,25,12,2.083333333,60,82,
Ignacio Quintero Colombia,95,"Madison, Wisconsin","Inza, Cauca Department, Colombia",Medium-Light,58/78,$18.00/12 ounces,Colombia,$18.00 ,12 ounces,18,12,1.5,58,78,
Yirgacheffe Belekatu,95,"Denver, Colorado","Yirgacheffe growing region, southern Ethiopia.",Medium-Light,52/70,$15.00/12 ounces,southern Ethiopia.,$15.00 ,12 ounces,15,12,1.25,52,70,
Kenya Nyeri AA Tegu,95,"Taichung City, Taiwan","Nyeri growing region, south-central Kenya.",Medium-Light,56/76,TWD $450/100 grams,south-central Kenya.,TWD $450,100 grams,450,3.527399072,127.57275,56,76,
Colombia San Martin Bourbon Aji Star Fruit Peach Honey,95,"Yilan, Taiwan","Huila Department, Colombia",Light,64/88,NT $650/200 grams,Colombia,NT $650,200 grams,650,7.054798145,92.135875,64,88,
Colombia Paraiso 92 Geisha Double Anaerobic,95,"Taitung, Taiwan","Piendamó, Cauca Department, Colombia",Light,62/82,NT $750/200 grams,Colombia,NT $750,200 grams,750,7.054798145,106.310625,62,82,
Putra Gayo Sumatra Espresso,95,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",Medium-Light,59/77,$23.00/12 ounces,Indonesia,$23.00 ,12 ounces,23,12,1.916666667,59,77,
Kenya Mamuto,95,"Acton, Massachusetts","Kirinyaga region, south-central Kenya",Medium-Light,58/76,$29.00/12 ounces,south-central Kenya,$29.00 ,12 ounces,29,12,2.416666667,58,76,
Elida Estate Geisha Natural Dragonfly Reserve,95,"Boulder, Colorado","Boquete growing region, western Panama",Medium-Light,54/78,$70.00/8 ounces,western Panama,$70.00 ,8 ounces,70,8,8.75,54,78,
Kenya Kiambu Uklili AA,95,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium,52/68,NT $350/8 ounces,south-central Kenya,NT $350,8 ounces,350,8,43.75,52,68,
Maui Mokka Peaberry,95,"Pahala, Hawaii","Kaanapali district, near Lahaina, West Maui, Hawaii",Medium-Dark,42/55,$24.00/8 ounces,Hawaii,$24.00 ,8 ounces,24,8,3,42,55,
Guatemala Pacamara Natural,95,"Hsinchu, Taiwan","Acatenango growing region, Guatemala",Medium-Light,57/77,NT $1450/8 ounces,Guatemala,NT $1450,8 ounces,1450,8,181.25,57,77,
Yabitu Koba Ethiopia,95,"Madison, Wisconsin","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/78,$23.00/12 ounces,southern Ethiopia,$23.00 ,12 ounces,23,12,1.916666667,58,78,
Las Margaritas Colombia Sudan Rume Natural,95,"Madison, Wisconsin","Caicendonia, Valle Del Cauca, Cauca Department, Colombia",Light,62/86,$25.00/8 ounces,Colombia,$25.00 ,8 ounces,25,8,3.125,62,86,
Kenya Konyu,95,"Youngstown, Ohio","Kirinyaga District, south-central Kenya",Medium-Light,57/81,$16.25/10 ounces,south-central Kenya,$16.25 ,10 ounces,16.25,10,1.625,57,81,
Colombia Red Honey Geisha Campo Hermoso,95,"Barronett, Wisconsin","Armenia, Quindio Department, Colombia",Light,59/86,$32.00/12 ounces,Colombia,$32.00 ,12 ounces,32,12,2.666666667,59,86,
Hacienda La Esmeralda Cabana Geisha Natural,95,"Boulder, Colorado","Boquete growing region, western Panama",Medium-Light,57/83,$75.00/8 ounces,western Panama,$75.00 ,8 ounces,75,8,9.375,57,83,
Colombia Chiroso Caturra Washed,95,"Jersey City, New Jersey","Urrao Region, Medellin, Antioquia, Colombia",Light,65/81,$30.00/250 grams,Colombia,$30.00 ,250 grams,30,8.818497681,3.40194,65,81,
Kona SL 34 Anaerobic Washed Kona Rainforest,95,"Hilo, Hawaii","South Kona, Big Island of Hawai’i",Light,65/81,$60.00/4 ounces,Big Island of Hawai’i,$60.00 ,4 ounces,60,4,15,65,81,
Yaye Chericho Ethiopia Espresso,95,"Madison, Wisconsin","Chericho, Sidamo growing region, Ethiopia",Medium-Light,60/78,$22.00/8 ounces,Ethiopia,$22.00 ,8 ounces,22,8,2.75,60,78,
Kenya Tuikit Factory AA,95,"Chia-Yi, Taiwan","Bungoma, Kenya",Medium-Light,56/72,NT $300/8 ounces,Kenya,NT $300,8 ounces,300,8,37.5,56,72,
Colombia Thermal Shock Double Anaerobic Granja Paraiso Orange Gesha,95,"Chia-Yi, Taiwan","Piendamo, Cauca, Colombia",Light,64/80,NT $450/4 ounces,Colombia,NT $450,4 ounces,450,4,112.5,64,80,
Organic Suke Quto Ethiopia,95,"Austin, Texas","Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,56/74,$19.00/12 ounces,south-central Ethiopia,$19.00 ,12 ounces,19,12,1.583333333,56,74,
Panama Gesha Estates: Perci Estate 29 Natural,95,"Branford, Connecticut","Silla Del Pando, Volcan, Panama.",Medium-Light,60/78,$45.00/8 ounces,Panama.,$45.00 ,8 ounces,45,8,5.625,60,78,
Ethiopia Washed Uraga More Floral Kurume Espresso,95,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/79,NT $270/8 ounces,southern Ethiopia,NT $270,8 ounces,270,8,33.75,58,79,
Kenya Gethembwini,95,"Brooklyn, New York",South-central Kenya.,Medium-Light,57/73,$21.00/12 ounces,South-central Kenya.,$21.00 ,12 ounces,21,12,1.75,57,73,
Mexico Santa Teresa BCS 02: Cabernet Franc Barrel,95,"Annapolis, Maryland","Chiapas State, Mexico",Medium-Light,58/79,$20.00/12 ounces,Mexico,$20.00 ,12 ounces,20,12,1.666666667,58,79,
Ethiopia Sidama ARDI,95,"Portland, Oregon","Sidamo growing region, southern Ethiopia.",Medium-Light,54/76,$10.00 / 250 g. (8.8 ounces),southern Ethiopia.,$10.00 , 250 g. (8.8 ounces),10,25088,0.000398597,54,76,
Ethiopia Mr. Ocholo Bedecho,95,"Lexington, Virginia","Haro Wachu, Uraga, Guji Zone, Oromia Region, Ethiopia",Light,58/84,$22.00/12 ounces,Ethiopia,$22.00 ,12 ounces,22,12,1.833333333,58,84,
Ethiopia Natural “Phoenix”,95,"Taoyuan City, Taiwan",Ethiopia,Medium,44/60,"NT $1,400/8 ounces",Ethiopia,"NT $1,400",8 ounces,1400,8,175,44,60,
Guatemala El Injerto Malawi Geisha Washed,95,"Yilan, Taiwan","Huehuetenango Department, Guatemala",Light,69/88,NT $950/100 grams,Guatemala,NT $950,100 grams,950,3.527399072,269.32025,69,88,
Tanzania Ngorongoro Ridge Peaberry,95,"Bedford, New Hampshire","Arusha Region, northern Tanzania",Medium-Light,55/79,$16.00/12 ounces,northern Tanzania,$16.00 ,12 ounces,16,12,1.333333333,55,79,
Qunqana Ethiopia,95,"Madison, Wisconsin","Sidamo growing region, Ethiopia",Light,63/81,$23.00/12 ounces,Ethiopia,$23.00 ,12 ounces,23,12,1.916666667,63,81,
Finca La Reserva Colombia Gesha Honey,95,"Madison, Wisconsin","Ciudad Bolivar, Antioquia Department, Colombia",Medium-Light,59/77,$22.00/8 ounces,Colombia,$22.00 ,8 ounces,22,8,2.75,59,77,
Ethiopia Arbegona Yaye Washed,95,"Fort Wayne, Indiana","Chericho, Sidamo growing region, Ethiopia",Light,62/80,$24.00/12 ounces,Ethiopia,$24.00 ,12 ounces,24,12,2,62,80,
Cate Natural G5,95,"Yilan, Taiwan","Jimma growing region, southern Ethiopia",Medium-Light,52/70,NT $200/200 grams,southern Ethiopia,NT $200,200 grams,200,7.054798145,28.3495,52,70,
Panama Elida Natural Catuai,95,"Los Angeles, California","Alto Quiel, Panama",Medium-Light,58/78,$21.95/12 ounces,Panama,$21.95 ,12 ounces,21.95,12,1.829166667,58,78,
Ethiopia West Arsi Washed G1,95,"Taipei, Taiwan","Guji Zone, southern Ethiopia",Light,64/88,NT $550/225 grams,southern Ethiopia,NT $550,225 grams,550,7.936647913,69.29877778,64,88,
Ethiopia Sidama Alice Orchard Natural G1,95,"Tainan, Taiwan","Sidamo growing region, southern Ethiopia",Light,64/86,NT $550/227 grams,southern Ethiopia,NT $550,227 grams,550,8.007195894,68.68821586,64,86,
La Esperanza Colombia Huila,95,"Acton, Massachusetts","Huila Department, Colombia",Medium-Light,63/72,$16.95/12 ounces,Colombia,$16.95 ,12 ounces,16.95,12,1.4125,63,72,
Ethiopian Sidamo Fair Trade/Organic,95,"Madison, Wisconsin","Sidamo Province, southern Ethiopia",Medium-Light,57/76,$12.95/12 ounces,southern Ethiopia,$12.95 ,12 ounces,12.95,12,1.079166667,57,76,
Kenya Washed Kiambu Maganjo AA TOP,95,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,58/82,NT $350/8 ounces,south-central Kenya,NT $350,8 ounces,350,8,43.75,58,82,
Ethiopia Washed Yirgacheffe Botabaa Lot,95,"Chia-Yi, Taiwan","Gedeo Zone, SNNPR, southern Ethiopia",Light,62/84,NT $330/8 ounces,southern Ethiopia,NT $330,8 ounces,330,8,41.25,62,84,
Ethiopia Nansebo Worka,95,"Floyd, Virginia","Yirgacheffe, southern Ethiopia",Medium-Light,56/74,$20.99/12 ounces,southern Ethiopia,$20.99 ,12 ounces,20.99,12,1.749166667,56,74,
Orange Bourbon Natural,95,"Pahala, Hawaii","Ka‘ū growing district, Big Island of Hawai’i",Light,64/88,$35.00/8 ounces,Big Island of Hawai’i,$35.00 ,8 ounces,35,8,4.375,64,88,
Ethiopia Yirgacheffe Huke Premium Washed G1,95,"Barronett, Wisconsin","Yirgacheffe growing region, south-central Ethiopia",Light,64/82,$21.00/12 ounces,south-central Ethiopia,$21.00 ,12 ounces,21,12,1.75,64,82,
Costa Rica SL-28 Yellow Honey Espresso,95,"Taoyuan City, Taiwan","Central Valley, Costa Rica",Medium-Dark,38/46,"NT $1,300/8 ounces",Costa Rica,"NT $1,300",8 ounces,1300,8,162.5,38,46,
Colombia El Vergel Martha Montenegro Rubi Marti Anaerobic,95,"San Diego, California","Tolima Department, Colombia",Light,66/90,$47.25/12 ounces,Colombia,$47.25 ,12 ounces,47.25,12,3.9375,66,90,
Wilton Benitez Sidra,95,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Light,57/89,$26.00/8 ounces,Colombia,$26.00 ,8 ounces,26,8,3.25,57,89,
Kenya Ibonia Estate,95,"Lexington, Virginia","Kiambu County, Kenya",Medium-Light,58/80,$24.00/12 ounces,Kenya,$24.00 ,12 ounces,24,12,2,58,80,
Kenya AA Kangiri New Irati,95,"Barronett, Wisconsin","Kigumo growing region, Muranga County, Kenya",Light,66/84,$19.00/12 ounces,Kenya,$19.00 ,12 ounces,19,12,1.583333333,66,84,
Ethiopia Washed Gute 74110 Lot JH,95,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,60/82,NT $480/8 ounces,southern Ethiopia,NT $480,8 ounces,480,8,60,60,82,
Ethiopia Natural Sidama Bura Karamo 74158,95,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,57/88,NT $480/8 ounces,southern Ethiopia,NT $480,8 ounces,480,8,60,57,88,
Taiwan Honey Alishan Ming Yang Yuan Gesha,95,"Chia-Yi, Taiwan","Alishan, Taiwan",Light,62/84,"NT $1,110/4 ounces",Taiwan,"NT $1,110",4 ounces,1110,4,277.5,62,84,
Colombia El Paraiso Geisha Anti-Maceration,95,"Osaka, Japan","Piendamo, Cauca Department, Colombia",Light,70/94,$29.00/50 grams,Colombia,$29.00 ,50 grams,29,1.763699536,16.44271,70,94,
El Salvador La Providencia Maria Pacas Bernadina Honey,95,"San Diego, California","Los Naranjos, Juayua, Sonsonate, El Salvador",Light,62/84,$39.25/12 ounces,El Salvador,$39.25 ,12 ounces,39.25,12,3.270833333,62,84,
Washed Kenya,95,"Taipei, Taiwan","Muranga County, South-Central Kenya",Medium,47/67,NT $550/225 grams,South-Central Kenya,NT $550,225 grams,550,7.936647913,69.29877778,47,67,
Ethiopia Yirgacheffe Hama Honey,95,"Taipei City, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,59/81,NT $600/227 grams,south-central Ethiopia,NT $600,227 grams,600,8.007195894,74.93259912,59,81,
Colombia Finca Santuario Red Bourbon Natural,95,"Taipei City, Taiwan","Cauca Department, Colombia",Light,62/94,NT $600/227 grams,Colombia,NT $600,227 grams,600,8.007195894,74.93259912,62,94,
Mocha Java Espresso,95,"Toronto, Ontario, Canada","Eastern Java, Indonesia; Sidamo growing region, Ethiopia",Medium,48/57,CAD $15.00/16 ounces,Ethiopia,CAD $15.00,16 ounces,15,16,0.9375,48,57,
100% Kona Bourbon Pointu Laurina,95,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,52/74,$44.95/8 ounces,“Big Island” of Hawaii,$44.95 ,8 ounces,44.95,8,5.61875,52,74,
Las Margaritas Geisha Honey,95,"Madison, Wisconsin","Caicendonia, Valle Del Cauca, Colombia",Light,62/84,$25.00/8 ounces,Colombia,$25.00 ,8 ounces,25,8,3.125,62,84,
Kenya Kangunu,95,"Acton, Massachusetts","Murang'a, south-central Kenya",Medium,50/66,$21.00/12 ounces,south-central Kenya,$21.00 ,12 ounces,21,12,1.75,50,66,
Ethiopia Natural Sidama Bensa Bombe,95,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Medium-Light,58/77,NT $280/8 ounces,southern Ethiopia,NT $280,8 ounces,280,8,35,58,77,
Kenya Peaberry Muthunzunni Estate,95,"Salem, Massachusetts",South-central Kenya.,Medium-Dark,43/54,$13.95/12 ounces,South-central Kenya.,$13.95 ,12 ounces,13.95,12,1.1625,43,54,
Kenya Kagongo Peaberry,95,"Sacramento, California",South-central Kenya.,Medium,45/59,$19.00/12 ounces.,South-central Kenya.,$19.00 ,12 ounces.,19,12,1.583333333,45,59,
Ethiopia Suke Quto Honey,95,"Minneapolis, Minnesota","Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,52/70,$19.75/12 ounces,south-central Ethiopia,$19.75 ,12 ounces,19.75,12,1.645833333,52,70,
Panama Bambito Estate Geisha,95,"San Diego, California","Volcan Baru, Boquete growing region, Panama",Light,64/88,$38.75/4 ounces,Panama,$38.75 ,4 ounces,38.75,4,9.6875,64,88,
Kenya Thiriku Top Auction Lot,95,"Topeka, Kansas","Nyeri growing region, south-central Kenya.",Medium,54/64,$20.25/12 ounces,south-central Kenya.,$20.25 ,12 ounces,20.25,12,1.6875,54,64,
Colombia La Escuelita,95,"Portland, Oregon","Huila Department, Colombia",Medium-Light,57/65,$13.00/250 grams (8.8 ounces),Colombia,$13.00 ,250 grams (8.8 ounces),13,884.9538793,0.014690031,57,65,
Gesha Village Lot #85 Natural,95,"Madison, Wisconsin","Bench-Maji Zone, southern Ethiopia",Medium-Light,54/72,$39.95/8 ounces*,southern Ethiopia,$39.95 ,8 ounces*,39.95,8,4.99375,54,72,
Guatemala La Conception,95,"Acton, Massachusetts","Chimaltenango Department, Guatemala.",Medium,53/59,$16.95/12 ounces,Guatemala.,$16.95 ,12 ounces,16.95,12,1.4125,53,59,
Ethiopia Gesha Village Surma 1931 Mossto Anaerobic Honey,95,"Baronett, Wisconsin","Bench-Maji Zone, southern Ethiopia",Light,62/84,$40.00/6 ounces,southern Ethiopia,$40.00 ,6 ounces,40,6,6.666666667,62,84,
Berg Wu Championship Selection Yirgacheffe G1 Natural Lot 19/01,95,"Yilan, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/78,NT $550/200 grams,southern Ethiopia,NT $550,200 grams,550,7.054798145,77.961125,60,78,
Songstress Geisha,95,"Taipei, Taiwan","Bench-Maji Zone, southern Ethiopia",Light,64/86,NT $370/8 ounces,southern Ethiopia,NT $370,8 ounces,370,8,46.25,64,86,
Kenya Karuthi AA,95,"Portland, Oregon","Nyeri growing region, south-central Kenya",Medium-Light,56/72,$15.00/250 grams,south-central Kenya,$15.00 ,250 grams,15,8.818497681,1.70097,56,72,
Colombia Finca Cerro Azul,95,"La Jolla, California","Cauca Department, southern Colombia.",Medium-Light,57/68,$19.00/8 ounces,southern Colombia.,$19.00 ,8 ounces,19,8,2.375,57,68,
Guatemala Naranjas Nadando,95,"Topeka, Kansas","Huehuetenango, Guatemala",Light,62/84,$22.00/10 ounces,Guatemala,$22.00 ,10 ounces,22,10,2.2,62,84,
Ethiopia Washed Sidama Bura Karamo 74158,95,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,64/84,NT $320/8 ounces,southern Ethiopia,NT $320,8 ounces,320,8,40,64,84,
Ethiopia Konga Co-op Yirgacheffe,95,"Acton, Massachusetts","Yirgacheffe growing region, southern Ethiopia.",Medium,50/66,$15.95/12 ounces,southern Ethiopia.,$15.95 ,12 ounces,15.95,12,1.329166667,50,66,
Wilton Benitez Orange Bourbon,95,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Light,63/81,$25.00/8 ounces,Colombia,$25.00 ,8 ounces,25,8,3.125,63,81,
Panama Hacienda La Esmeralda Super Mario 6 Geisha,95,"Boulder, Colorado","Boquete growing region, western Panama",Medium-Light,51/71,$60.00/8 ounces,western Panama,$60.00 ,8 ounces,60,8,7.5,51,71,
Ethiopia Sidama West Arsi Nansebo Natural G1,95,"Tainan City, Taiwan","Guji Zone, southern Ethiopia",Light,58/86,NT $480/227 grams,southern Ethiopia,NT $480,227 grams,480,8.007195894,59.9460793,58,86,
Ethiopia Oromi Guji Hamela Wamena Tirtira Goyo Natural G1,95,"Taichung, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,66/88,NT $480/8 ounces,southern Ethiopia,NT $480,8 ounces,480,8,60,66,88,
Costa Rica Red Java Honey Finca Los Pinitos,95,"Charlotte, North Carolina","Alajuela, Central Valley, Costa Rica",Light,60/88,$29.00//12 ounces,Costa Rica,$29.00 ,/12 ounces,29,12,2.416666667,60,88,
Nsoga Iweyza Tanzania,95,"Madison, Wisconsin","Mbeya, Tanzania",Medium-Light,57/77,$24.00/8 ounces,Tanzania,$24.00 ,8 ounces,24,8,3,57,77,
Kenya Ruthaka Peaberry,95,"Sacramento, California","Nyeri growing region, south-central Kenya",Medium,48/72,$19.00/12 ounces,south-central Kenya,$19.00 ,12 ounces,19,12,1.583333333,48,72,
Costa Rica Las Lajas Black Diamond Bourbon,95,"Charlotte, North Carolina","Sabanilla de Alajuela, Central Valley, Costa Rica",Light,72/102,$28.00/12 ounces,Costa Rica,$28.00 ,12 ounces,28,12,2.333333333,72,102,
Colombia Wilton Benitez Striped Bourbon Thermal Shock,95,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Light,65/92,$31.00/125 grams,Colombia,$31.00 ,125 grams,31,4.40924884,7.030676,65,92,
Ka’u Coffee Natural Dried,95,"Pahala, Hawaii","Ka'u growing district, southwestern corner of the ""Big Island"" of Hawaii.",Medium,46/67,$27.00/8 ounces,"southwestern corner of the ""Big Island"" of Hawaii.",$27.00 ,8 ounces,27,8,3.375,46,67,
Sumatra Tano Batak,95,"Kihei, Maui, Hawaii","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,54/76,$20.99/12 ounces,Indonesia,$20.99 ,12 ounces,20.99,12,1.749166667,54,76,
Ethiopia Djimma Limu Gummay Baby Geisha Washed,95,"Taipei, Taiwan","Djimma Limu, Oromia Region, southern Ethiopia",Light,64/88,NT $359/8 ounces,southern Ethiopia,NT $359,8 ounces,359,8,44.875,64,88,
Kenya Kiandu Peaberry,95,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,56/74,NT $570/200 grams,south-central Kenya,NT $570,200 grams,570,7.054798145,80.796075,56,74,
Peru Washed Los Santos Farm Gesha,95,"Chia-Yi, Taiwan","Lonya Grande, Utcubamba Province, Peru",Light,64/84,NT $450/8 ounces,Peru,NT $450,8 ounces,450,8,56.25,64,84,
Ethiopia Anaerobic Worka Sakaro,95,"Floyd, Virginia","Gedeb District, Gedeo Zone, southern Ethiopia",Light,66/92,$24.00/12 ounces,southern Ethiopia,$24.00 ,12 ounces,24,12,2,66,92,
Panama Mama Cata Geisha,95,"Ramsey, Minnesota","Boquete growing region, western Panama",Medium,47/62,$43.95/10 ounces,western Panama,$43.95 ,10 ounces,43.95,10,4.395,47,62,
Colombia 510 Elegante Natural Geisha,95,"Fort Wayne, Indiana","Manizales, Caldas, Colombia",Light,62/82,$10.00/4 ounces (sold only as a two-pack),Colombia,$10.00 ,4 ounces (sold only as a two-pack),10,4,2.5,62,82,
Ka‘ū Cloud Maragogipe,95,"Mountain View, Hawai'i","Ka‘ū growing region, “Big Island” of Hawai’i",Medium-Light,58/76,$29.00/4 ounces,“Big Island” of Hawai’i,$29.00 ,4 ounces,29,4,7.25,58,76,
Ethiopia Layo Teraga,95,"Fort Wayne, Indiana","Sidamo growing region, southern Ethiopia",Light,62/80,$23.00/12 ounces,southern Ethiopia,$23.00 ,12 ounces,23,12,1.916666667,62,80,
Tarime Tanzania,95,"Madison, Wisconsin","Tarime District, Mara Region, Tanzania",Medium-Light,56/80,$19.20/12 ounces,Tanzania,$19.20 ,12 ounces,19.2,12,1.6,56,80,
Rwanda Kungahara Carbonic Maceration,95,"Floyd, Virginia","Rustiro, Rwanda",Light,64/86,$28.00/12 ounces,Rwanda,$28.00 ,12 ounces,28,12,2.333333333,64,86,
Kenya Gachatha AA Top,95,"Chia-Yi, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,58/74,NT $330/8 ounces,south-central Kenya,NT $330,8 ounces,330,8,41.25,58,74,
Miraflores Colombia,95,"Madison, Wisconsin","Sevilla, San Augustin, Huila, Colombia",Medium-Light,58/78,$22.00/12 ounces,Colombia,$22.00 ,12 ounces,22,12,1.833333333,58,78,
Karani Kenya,95,"Madison, Wisconsin","Kirinyaga, Kenya",Medium-Light,56/74,$21.00/12 ounces,Kenya,$21.00 ,12 ounces,21,12,1.75,56,74,
Costa Rica Las Lajas SL28 Natural,95,"Charlotte, North Carolina","Sabanilla de Alajuela, Central Valley, Costa Rica",Light,62/80,$30.00/12 ounces,Costa Rica,$30.00 ,12 ounces,30,12,2.5,62,80,
Nano Genji #12 Ethiopia,95,"Madison, Wisconsin","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium-Light,58/74,$23.00/12 ounces,Ethiopia,$23.00 ,12 ounces,23,12,1.916666667,58,74,
Gesha Spirits,95,"San Diego, California","Huila Department, Colombia",Light,62/80,$48.00/10 ounces,Colombia,$48.00 ,10 ounces,48,10,4.8,62,80,
Colombia San Adolfo Huila,95,"San Diego, California","Huila Department, Colombia",Light,65/87,$40.00/8 ounces,Colombia,$40.00 ,8 ounces,40,8,5,65,87,
Holiday Blend,95,"Everett, Washington","Central Kenya; Toraja growing region, southwestern Sulawesi, Indonesia.",Medium-Light,56/78,$17.00/16 ounces,Indonesia.,$17.00 ,16 ounces,17,16,1.0625,56,78,
Colombia Buenos Aires Honey Process-Yellow Velvet Peach,95,"Changhua, Taiwan","Quindio Department, Pijao Village, Colombia",Medium-Light,60/77,NT $520/200 grams,Colombia,NT $520,200 grams,520,7.054798145,73.7087,60,77,
Kiniyota Espresso,95,"Madison, Wisconsin","Buhinyuza District, Muhinga Province, Burundi",Medium-Light,54/78,$17.60/12 ounces,Burundi,$17.60 ,12 ounces,17.6,12,1.466666667,54,78,
Yemen Al Kawlah Special Reserve Natural,95,"Livingston, Montana","Hayma Kharijiya growing region, Yemen",Medium-Light,60/77,$39.95/12 ounces,Yemen,$39.95 ,12 ounces,39.95,12,3.329166667,60,77,
Kona K7,95,"Hilo, Big Island of Hawai'i","Holualoa, Kona, Big Island of Hawai’i",Light,63/79,$35.00/4 ounces,Big Island of Hawai’i,$35.00 ,4 ounces,35,4,8.75,63,79,
Kikai Kenya,95,"Lexington, Virginia","Bungoma region, western Kenya.",Medium,52/62,$14.50/12 ounces,western Kenya.,$14.50 ,12 ounces,14.5,12,1.208333333,52,62,
El Obraje Geisha,95,"Boulder, Colorado","Narino Department, southern Colombia",Medium-Light,52/78,$35.00/8 ounces,southern Colombia,$35.00 ,8 ounces,35,8,4.375,52,78,
Kaʻū Yellow Bourbon,95,"Hilo, Hawai’i Island, Hawai’i","Kaʻū growing region, Hawai’i Island, Hawai’i",Medium-Light,60/80,$44.00/10 ounces,Hawai’i,$44.00 ,10 ounces,44,10,4.4,60,80,
