coffee_name,total_score,roaster_location,coffee_origin,roast_level,agtron,est._price,country,prices_raw,ounces_raw,price,ounces,price_per_ounces,agtron_whole,agtron_ground,Price Vs Score
Panama Don Pepe Fully Washed Geisha,96,"Sacramento, California","Boquete growing region, western Panama.",Medium-Light,58/72,$40.00/8 ounces,western Panama.,$40.00 ,8 ounces,40,8,5,58,72,
Wilton Benitez Geisha,96,"Madison, Wisconsin","Piendamo, Cauca Department, Colombia",Light,62/80,$27.00/8 ounces,Colombia,$27.00 ,8 ounces,27,8,3.375,62,80,
Kenya AA Top Single Origin Espresso,96,"Taoyuan City, Taiwan.",Central Kenya.,Medium,47/59,NT$1400/16 ounces,Central Kenya.,NT$1400,16 ounces,1400,16,87.5,47,59,
Ethiopia Wush Wush,96,"Billings, Montana","Sidama growing region, southern Ethiopia",Light,62/80,$33.00/12 ounces,southern Ethiopia,$33.00 ,12 ounces,33,12,2.75,62,80,
Kenya AA Ares Phoenix Special,96,"Taoyuan, Taiwan","Nyeri growing region, south-central Kenya",Medium,44/60,NT $900/8 ounces,south-central Kenya,NT $900,8 ounces,900,8,112.5,44,60,
Colombia Finca El Paraíso Geisha Sake,96,"Hilo, Hawaii","Cauca, Colombia",Light,65/82,$60.00/4 ounces,Colombia,$60.00 ,4 ounces,60,4,15,65,82,
David Mburu Kenya,96,"Portland, Oregon","Kiambu County, south-central Kenya",Light,58/84,$15.00/250 grams,south-central Kenya,$15.00 ,250 grams,15,8.818497681,1.70097,58,84,
Ethiopia Halo Beriti,96,"Lexington, Virginia","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/77,$20.95/12 ounces,southern Ethiopia,$20.95 ,12 ounces,20.95,12,1.745833333,60,77,
Nekisse Red N2 Level 39,96,"Pu'Er Yunnan Province, China","Sidamo (also Sidama) growing region, southern Ethiopia",Medium-Light,63/74,RMB $235/125 grams,southern Ethiopia,RMB $235,125 grams,235,4.40924884,53.29706,63,74,
"Esmeralda Leon, Panama Geisha Auction Lot",96,"Los Angeles, California","Cañas Verdes, Boquete growing region, western Panama.",Medium-Light,52/73,$39.95/8 ounces,western Panama.,$39.95 ,8 ounces,39.95,8,4.99375,52,73,
Narsha Gesha,96,"Denver, Colorado","Bench-Maji Zone, southern Ethiopia",Light,63/81,$35.00/200 grams,southern Ethiopia,$35.00 ,200 grams,35,7.054798145,4.9611625,63,81,
Panama Altieri Natural Geisha,96,"Los Angeles, California","Boquete growing region, western Panama",Medium,49/72,$49.95/8 ounces,western Panama,$49.95 ,8 ounces,49.95,8,6.24375,49,72,
Ethiopia Shantawene Washed,96,"Floyd, Virginia","idamo (also Sidama) growing region, southern Ethiopia",Medium-Light,60/78,$20.99/12 ounces,southern Ethiopia,$20.99 ,12 ounces,20.99,12,1.749166667,60,78,
Kenya Mamuto,96,"Acton, Massachusetts","Kirinyaga region, south-central Kenya",Medium-Light,61/76,$25.00/12 ounces,south-central Kenya,$25.00 ,12 ounces,25,12,2.083333333,61,76,
Mocha Java,96,"Fort Bragg, California",Sumatra; Ethiopia,Medium,52/68,$14.50/12 ounces,Sumatra; Ethiopia,$14.50 ,12 ounces,14.5,12,1.208333333,52,68,
Finca La Aurora Camilina Geisha,96,"Boulder, Colorado","Piedra Candela, Chiriqui Province, far western Panama",Medium-Light,56/76,$45.00/8 ounces,far western Panama,$45.00 ,8 ounces,45,8,5.625,56,76,
Colombia La Esperanza Cerro Azul Geisha,96,"Topeka, Kansas","Trujillo, Valle del Cauca, Colombia.",Medium-Light,58/81,$35.00/8 ounces,Colombia.,$35.00 ,8 ounces,35,8,4.375,58,81,
Twenty Five,96,"Lee, Massachusetts",Ethiopia; Papua New Guinea; Guatemala,Medium-Light,50/74,$14.45/12 ounces,Ethiopia; Papua New Guinea; Guatemala,$14.45 ,12 ounces,14.45,12,1.204166667,50,74,
Ethiopia Washed Guji Uraga Welichu,96,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/78,NT $375/8 ounces,southern Ethiopia,NT $375,8 ounces,375,8,46.875,58,78,
Kenya Washed Kiambu Uklili AB Espresso,96,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,54/72,NT $400/8 ounces,south-central Kenya,NT $400,8 ounces,400,8,50,54,72,
Panama Don Pepe Estate Geisha Single-Origin Espresso,96,"Sacramento, California","Boquete growing region, western Panama",Medium,48/59,$19.50/12 ounces,western Panama,$19.50 ,12 ounces,19.5,12,1.625,48,59,
Panama Don Pachi Natural Geisha,96,"Topeka, Kansas","Boquete growing region, western Panama",Light,62/86,$59.99/8 ounces,western Panama,$59.99 ,8 ounces,59.99,8,7.49875,62,86,
Grand Champion Red Bourbon Natural,96,"Pahala, Hawaii","Ka'u growing district, Big Island of Hawai’i",Medium-Light,52/72,$35.00/4 ounces,Big Island of Hawai’i,$35.00 ,4 ounces,35,4,8.75,52,72,
Panama Mokkita Natural Mama Cata Estate,96,"Hilo, Hawaii","Boquete, Panama",Light,64/82,$250/4 ounces,Panama,$250 ,4 ounces,250,4,62.5,64,82,
Nano Genji #4 Espresso,96,"Madison, Wisconsin","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium-Light,56/74,$18.75/12 ounces,Ethiopia,$18.75 ,12 ounces,18.75,12,1.5625,56,74,
Esmeralda Estate Porton Geisha Natural,96,"Boulder, Colorado","Boquete growing region, western Panama",Medium-Light,56/84,$75.00/8 ounces,western Panama,$75.00 ,8 ounces,75,8,9.375,56,84,
Panama Lino Esmeralda Geisha Natural,96,"La Jolla, California","Cañas Verdes, Boquete growing region, western Panama.",Light,67/88,$51.00/8 ounces,western Panama.,$51.00 ,8 ounces,51,8,6.375,67,88,
Kona Mocca®,96,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,52/70,$74.95/8 ounces,“Big Island” of Hawai’i,$74.95 ,8 ounces,74.95,8,9.36875,52,70,
Kenya Ritho FCS Handege Factory AB,96,"Chia-Yi, Taiwan","Thika growing region, central Kenya",Medium-Light,53/81,NT $375/8 ounces,central Kenya,NT $375,8 ounces,375,8,46.875,53,81,
La Papaya Ecuador Geisha Natural,96,"Madison, Wisconsin","Saraguro, Loja growing region, Ecuador",Medium-Light,59/75,$29.00/12 ounces,Ecuador,$29.00 ,12 ounces,29,12,2.416666667,59,75,
Trust the Process — Full Natural,96,"Floyd, Virginia","Los Naranjos, La Argentina, Huila Department, Colombia",Light,64/84,$18.99/8 ounces,Colombia,$18.99 ,8 ounces,18.99,8,2.37375,64,84,
Panama Perci Geisha Natural,96,"Branford, Connecticut","Volcan, Panama",Medium-Light,52/72,$60.00/8 ounces,Panama,$60.00 ,8 ounces,60,8,7.5,52,72,
Colombia Valle del Cauca Cerro Azul Geisha,96,"Jersey City, New Jersey","Valle del Cauca Department, western Colombia",Medium,48/67,$25.00/150 grams,western Colombia,$25.00 ,150 grams,25,5.291098608,4.724916667,48,67,
Yunlin Washed Geisha,96,"Yunlin, Taiwan","Yunlin County, Taiwan",Light,64/90,NT $800/120 grams,Taiwan,NT $800,120 grams,800,4.232878887,188.9966667,64,90,
Ethiopia Banko Washed,96,"Floyd, Virginia","Gedeb District, Gedeo Zone, southern Ethiopia",Light,62/84,$24.00/12 ounces,southern Ethiopia,$24.00 ,12 ounces,24,12,2,62,84,
Colombia Villa Betulia CM Sidra,96,"Denver, Colorado","Acevedo, Huila Department, Colombia",Light,60/84,$46.00/8 ounces,Colombia,$46.00 ,8 ounces,46,8,5.75,60,84,
Panama Finca Kalithea Natural Geisha,96,"Chia-Yi, Taiwan","Chiriqui growing region, Panama",Medium-Light,55/79,NT $750/4 ounces,Panama,NT $750,4 ounces,750,4,187.5,55,79,
Colombia Finca La Maria Geisha Natural,96,"Los Angeles, California","La Mesa, Cundinamarca, Colombia",Medium-Light,57/74,$54.95/6 ounces,Colombia,$54.95 ,6 ounces,54.95,6,9.158333333,57,74,
Geisha XO,96,"San Diego, California","Valle de Cauca, Colombia",Medium,54/62,$60.00/8 ounces,Colombia,$60.00 ,8 ounces,60,8,7.5,54,62,
Ethiopia Yirgacheffe Chelelektu Natural,96,"Boulder, Colorado","Yirgacheffe growing region, southern Ethiopia",Medium-Light,58/82,$18.00/12 ounces,southern Ethiopia,$18.00 ,12 ounces,18,12,1.5,58,82,
Love of Desolate,96,"Nantou, Taiwan","Los Angeles, Sabanilla de Alajuela, Costa Rica",Medium-Light,58/80,NT $500/227 grams,Costa Rica,NT $500,227 grams,500,8.007195894,62.4438326,58,80,
Kenya Gachatha Nyeri AA,96,"Floyd, Virginia","Nyeri growing region, south-central Kenya",Medium-Light,60/76,$22.49/12 ounces,south-central Kenya,$22.49 ,12 ounces,22.49,12,1.874166667,60,76,
Ninety Plus Silvia Solkiln N2,96,"Taipei City, Taiwan","Volcan growing region, Panama",Medium,45/58,NT $2616/227 grams,Panama,NT $2616,227 grams,2616,8.007195894,326.7061322,45,58,
Kenya Thageini,96,"San Diego, California",South-central Kenya,Light,58/84,$20.99/12 ounces,South-central Kenya,$20.99 ,12 ounces,20.99,12,1.749166667,58,84,
Finca Cruz Loma Ecuador Geisha,96,"Madison, Wisconsin","San José de Minas, Pichincha Province, Ecuador",Medium-Light,60/77,$32.00/8 ounces,Ecuador,$32.00 ,8 ounces,32,8,4,60,77,
Kenya Gatomboya Peaberry,96,"Ramsey, Minnesota","Nyeri growing region, south-central Kenya",Medium-Light,55/74,$18.95/12 ounces,south-central Kenya,$18.95 ,12 ounces,18.95,12,1.579166667,55,74,
100% Kona Bourbon Pointu Laurina,96,"Holulaloa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,56/76,$49.95/8 ounces,“Big Island” of Hawaii,$49.95 ,8 ounces,49.95,8,6.24375,56,76,
Kenya Muranga Gondo AA,96,"Chia-Yi, Taiwan","Murang’a County, central Kenya",Medium-Light,56/80,$22.00/16 ounces,central Kenya,$22.00 ,16 ounces,22,16,1.375,56,80,
Kona S12 Kaffa Washed,96,"Hilo, Hawai’i","Hōlualoa, North Kona, Hawai’i Island",Light,67/94,$100.00/4 ounces,Hawai’i Island,$100.00 ,4 ounces,100,4,25,67,94,
Kenya Kabare AA,96,"Billings, Montana",South-central Kenya,Medium-Light,56/77,$14.50/12 ounces,South-central Kenya,$14.50 ,12 ounces,14.5,12,1.208333333,56,77,
Colombia Cafe La Granja Pink Bourbon,96,"Jersey City, New Jersey","Caicedonia, Valle del Cauca Department, Colombia",Light,62/88,$35.00/125 grams,Colombia,$35.00 ,125 grams,35,4.40924884,7.93786,62,88,
Ecuador La Papaya Geisha Natural,96,"Fort Wayne, Indiana","Saraguro, Loja, Ecuador",Medium-Light,61/79,$38.00/8 ounces,Ecuador,$38.00 ,8 ounces,38,8,4.75,61,79,
Panama Elida Estate Washed,96,"Jersey City, New Jersey","Boquete growing region, western Panama",Medium-Light,59/77,$60.00/150 grams,western Panama,$60.00 ,150 grams,60,5.291098608,11.3398,59,77,
Guatemala COE-NW#2 Sierra Roja Geisha Washed,96,"Yilan, Taiwan","San Cristobal Acasaguastlán, El Progreso, Sierra de las Minas, Guatemala",Medium-Light,60/80,NT $600/100 grams,Guatemala,NT $600,100 grams,600,3.527399072,170.097,60,80,
Wilton Benitez Colombia Yellow Bourbon,96,"Madison, Wisconsin","Piendamó, Cauca, Colombia",Light,63/88,$22.00/8 ounces,Colombia,$22.00 ,8 ounces,22,8,2.75,63,88,
Panama Finca Las Brujas Geisha Natural,96,"Sacramento, California","Boquete growing region, western Panama",Medium-Light,57/80,$50.00/8 ounces,western Panama,$50.00 ,8 ounces,50,8,6.25,57,80,
Kenya Nyeri Hill AB,96,"Lexington, Virginia","Nyeri growing region, south-central Kenya",Medium-Light,58/82,$23.50/12 ounces,south-central Kenya,$23.50 ,12 ounces,23.5,12,1.958333333,58,82,
Bull Demon King,96,"Taoyuan, Taiwan",Colombia; Peru; Rwanda; Ethiopia,Medium-Dark,35/48,NT $550/8 ounces,Colombia; Peru; Rwanda; Ethiopia,NT $550,8 ounces,550,8,68.75,35,48,
Panama Kaizen Lot GW-01,96,"Hilo, Hawai’i Island, Hawai’i","Boquete growing region, western Panama",Light,65/90,$400.00/20 grams,western Panama,$400.00 ,20 grams,400,0.705479814,566.99,65,90,
Hawaii Kilauea Volcano Nano-Lot,96,"Ramsey, Minnesota","Puna District, “Big Island” of Hawaii",Medium-Light,59/82,$24.00/4 ounces,“Big Island” of Hawaii,$24.00 ,4 ounces,24,4,6,59,82,
Kamagogo Kenya,96,"Madison, Wisconsin","Murang’a Foothills, Aberdare Ridge, Central Province, Kenya",Medium-Light,53/76,$20.90/12 ounces,Kenya,$20.90 ,12 ounces,20.9,12,1.741666667,53,76,
Laura’s Reserve SL-28,96,"Holulaloa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,56/82,$44.95/8 ounces,“Big Island” of Hawaii,$44.95 ,8 ounces,44.95,8,5.61875,56,82,
Ethiopia Natural Sidama Blue Donkey Lot 2,96,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,62/84,NT $350/8 ounces,southern Ethiopia,NT $350,8 ounces,350,8,43.75,62,84,
Potosi Pink Bourbon Natural Colombia,96,"Madison, Wisconsin","Trujillo, Valle Del Cauca, Cauca Department, Colombia",Light,64/86,$29.00/8 ounces,Colombia,$29.00 ,8 ounces,29,8,3.625,64,86,
Mr. David Mburu Kenya,96,"Portland, Oregon","Kiambu County, south-central Kenya",Medium-Light,56/78,$15.00/250 grams,south-central Kenya,$15.00 ,250 grams,15,8.818497681,1.70097,56,78,
Kona Geisha Rosé Washed,96,"Hilo, Hawai’i","Hōlualoa, North Kona, Hawai’i Island",Light,64/88,$100.00/4 ounces,Hawai’i Island,$100.00 ,4 ounces,100,4,25,64,88,
SÖT Coffee Roaster Colombia Wush Wush Dynamic Natural,96,"Osaka, Japan","San Augustín, Huila Department, Colombia",Light,76/92,¥1680/100 grams,Colombia,¥1680,100 grams,1680,3.527399072,476.2716,76,92,
La Palma Y El Tucan Hero Series Colombia Sidra Lot #190,96,"San Diego, California","Cundinamarca Department, central Colombia",Medium-Light,57/83,$60.00/8 ounces,central Colombia,$60.00 ,8 ounces,60,8,7.5,57,83,
Ethiopia Washed Kaffa Gimbo Lot Rich Espresso,96,"Chia-Yi, Taiwan","Gimbo, Kaffa Province, Ethiopia",Medium-Light,55/77,NT $250/8 ounces,Ethiopia,NT $250,8 ounces,250,8,31.25,55,77,
Kona Mocca®,96,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/74,$87.50/8 ounces,“Big Island” of Hawai’i,$87.50 ,8 ounces,87.5,8,10.9375,56,74,
Colombia Wilton Benitez Sudan Rume,96,"Fort Wayne, Indiana","Piendamo, Cauca Department, Colombia",Light,64/84,$29.00/8 ounces,Colombia,$29.00 ,8 ounces,29,8,3.625,64,84,
Espresso No. 6 Finca San José Ocaña,96,"Antigua Guatemala, Guatemala","San Juan Sacatepéquez, Antigua Department, Guatemala",Medium,50/64,$25.00/12 ounces,Guatemala,$25.00 ,12 ounces,25,12,2.083333333,50,64,
Kenya AA Aries Return Espresso,96,"Taoyuan, Taiwan","Nyeri growing region, south-central Kenya",Medium,44/60,NT $950/8 ounces,south-central Kenya,NT $950,8 ounces,950,8,118.75,44,60,
Wilton Benitez SL28,96,"Madison, Wisconsin","Piendamo, Cauca Department, Colombia",Medium-Light,58/82,$33.00/8 ounces,Colombia,$33.00 ,8 ounces,33,8,4.125,58,82,
Yemen Haraaz,96,"San Diego, California","Sharqi, Haraaz, Yemen",Light,60/82,$40.00/250 grams,Yemen,$40.00 ,250 grams,40,8.818497681,4.53592,60,82,
Guatemala Santa Felisa Wild Yeast Natural Gesha,96,"Chia-Yi, Taiwan","Acatenango growing region, central Guatemala",Light,62/88,NT $375/4 ounces,central Guatemala,NT $375,4 ounces,375,4,93.75,62,88,
Colombia La Siria Geisha,96,"San Diego, California","La Argentina, Huila Department, Colombia",Medium-Light,60/78,$95.00/4 ounces,Colombia,$95.00 ,4 ounces,95,4,23.75,60,78,
Kona Orange,96,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Light,58/84,$79.95/8 ounces,“Big Island” of Hawai’i,$79.95 ,8 ounces,79.95,8,9.99375,58,84,
Kenya All’s Well Peaberry Espresso,96,"Taoyuan, Taiwan","Nyeri growing region, south-central Kenya",Medium,46/72,NT $900/8 ounces,south-central Kenya,NT $900,8 ounces,900,8,112.5,46,72,
Carmen Geisha El Palomar Best of Panama #4 Carlos Aguilera,96,"Boulder, Colorado","Boquete growing region, western Panama",Medium-Light,54/78,$50.00/8 ounces,western Panama,$50.00 ,8 ounces,50,8,6.25,54,78,
Ethiopia Washed Sidama Nafasha 74158 21/01,96,"Chia-Yi, Taiwan","Sidama Zone, Oromia Region, Ethiopia",Medium-Light,60/78,NT $290/8 ounces,Ethiopia,NT $290,8 ounces,290,8,36.25,60,78,
Panama Hacienda La Esmeralda Super Mario Geisha,96,"Newtown, Sydney, Australia","Boquete growing region, western Panama",Medium-Light,54/78,AUD $18.00/18 grams,western Panama,AUD $18.00,18 grams,18,0.634931833,28.3495,54,78,
Ethiopia Yirgacheffe Gedeo,95,"Bedford, New Hampshire","Yirgacheffe growing region, south-central Ethiopia.",Light,64/94,$14.50/12 ounces,south-central Ethiopia.,$14.50 ,12 ounces,14.5,12,1.208333333,64,94,
Finca La Aurora Camilina Geisha,95,"Boulder, Colorado","Piedra Candela, Chiriqui Province, far western Panama.",Light,62/88,$48.50/8 ounces,far western Panama.,$48.50 ,8 ounces,48.5,8,6.0625,62,88,
Ethiopia Guji Wush Wush Anaerobic Natural,95,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,57/77,NT $560/227 grams,southern Ethiopia,NT $560,227 grams,560,8.007195894,69.93709251,57,77,
Kenya Kiambu AA,95,"Taipei, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,60/76,NT $650/225 grams,south-central Kenya,NT $650,225 grams,650,7.936647913,81.89855556,60,76,
Honey Typica Anaerobic,95,"Captain Cook, Hawai’i","North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/74,$75.00/16 ounces,“Big Island” of Hawai’i,$75.00 ,16 ounces,75,16,4.6875,56,74,
Keremara AA Kenya,95,"Lee, Massachusetts","Nyeri growing region, south-central Kenya.",Medium-Light,60/79,$18.45/12 ounces,south-central Kenya.,$18.45 ,12 ounces,18.45,12,1.5375,60,79,
Esmeralda Noria Natural,95,"Topeka, Kansas","Boquete growing region, western Panama",Medium-Light,58/78,$47.50/8 ounces,western Panama,$47.50 ,8 ounces,47.5,8,5.9375,58,78,
Empress Kenya,95,"Taipei, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,58/74,NT $550/225 grams,south-central Kenya,NT $550,225 grams,550,7.936647913,69.29877778,58,74,
Ethiopia Guji Wush Wush,95,"Minneapolis, Minnesota","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/77,$24.95/12 ounces,southern Ethiopia,$24.95 ,12 ounces,24.95,12,2.079166667,58,77,
Kona Red Bourbon Anaerobic Washed Uluwehi Farm,95,"Minneapolis, Minnesota","Holualoa, Kona, Big Island of Hawai’i",Medium-Light,58/74,$29.95/4 ounces,Big Island of Hawai’i,$29.95 ,4 ounces,29.95,4,7.4875,58,74,
Wush Wush,95,"Floyd, Virginia","Sidama growing region, southern Ethiopia",Light,60/82,$20.99/12 ounces,southern Ethiopia,$20.99 ,12 ounces,20.99,12,1.749166667,60,82,
Costa Rica La Florida Red Honey Espresso,95,"Chia-Yi, Taiwan","Copey District, Costa Rica",Medium-Light,54/78,NT $300/8 ounces,Costa Rica,NT $300,8 ounces,300,8,37.5,54,78,
Ethiopia Guji Uraga More Floral Kudume Washed,95,"Yilan, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Light,65/82,NT $550/200 grams,Southern Ethiopia,NT $550,200 grams,550,7.054798145,77.961125,65,82,
Taiwan Natural Alishan Zhuo-Wu Geisha,95,"Chia-Yi, Taiwan","Alishan, Chia-Yi, Taiwan",Medium-Light,60/78,NT $600/50 grams,Taiwan,NT $600,50 grams,600,1.763699536,340.194,60,78,
Ethiopia Natural Guji Blue-Donkey 2020,95,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,59/77,NT $325/8 ounces,southern Ethiopia,NT $325,8 ounces,325,8,40.625,59,77,
Colombia Granja Paraíso-92- Papayo Kōji,95,"Hilo, Hawaii","Piendamó, Cauca Department, Colombia",Light,64/84,$40.00/4 ounces,Colombia,$40.00 ,4 ounces,40,4,10,64,84,
Kenya Nyeri Asali Peaberry,95,"Taipei City, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,60/77,NT $500/227 grams,south-central Kenya,NT $500,227 grams,500,8.007195894,62.4438326,60,77,
Kenya Wachuri,95,"San Rafael, California","Nyeri growing region, south-central Kenya",Medium,48/66,$22.00/12 ounces,south-central Kenya,$22.00 ,12 ounces,22,12,1.833333333,48,66,
Ethiopia Gera Estate Anaerobic Natural,95,"Charlotte, North Carolina","Djimma growing region, Oromia State, Ethiopia",Medium-Light,60/78,$22.00/12 ounces,Ethiopia,$22.00 ,12 ounces,22,12,1.833333333,60,78,
Colombia Cauca Finca El Paraiso Double-Anaerobic Flor Lychee,95,"Changhua, Taiwan","Cauca Department, Colombia",Medium-Light,60/78,NT $520/200g,Colombia,NT $520,200g,520,7.05,73.75886525,60,78,
Ethiopia Natural Guji Uraga Tome 74110 Lot K06,95,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,63/85,NT $325/8 ounces,southern Ethiopia,NT $325,8 ounces,325,8,40.625,63,85,
Kenya ARES,95,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,54/74,NT $380/115 grams,south-central Kenya,NT $380,115 grams,380,4.056508933,93.6766087,54,74,
Kenya Baragwi Guama AB,95,"Bedford, New Hampshire","Kirinyaga District, south-central Kenya",Medium-Light,60/80,$17.00/12 ounces,south-central Kenya,$17.00 ,12 ounces,17,12,1.416666667,60,80,
Ethiopia Charbanta Natural,95,"Driftless, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/80,$18.00/12 ounces,southern Ethiopia,$18.00 ,12 ounces,18,12,1.5,60,80,
Ethiopia Guji Uraga Tobutu Tuta G1 Experimental LOT 181NA2021,95,"Osaka, Japan","Guji Zone, Oromia Region, southern Ethiopia",Light,72/90,$12.50/100 grams,southern Ethiopia,$12.50 ,100 grams,12.5,3.527399072,3.5436875,72,90,
Panama Finca Minerva-Mirage Pacamara BOP PAC04,95,"Chia-Yi, Taiwan","Boquete growing region, western Panama",Medium-Light,46/76,NT $600/4 ounces,western Panama,NT $600,4 ounces,600,4,150,46,76,
